# SGH Voice compact JMdict common-word candidates
# format-version=1
# source=JMdict_b
# source-created=2026-07-26
# source-url=https://www.edrdg.org/pub/Nihongo/JMdict_b.gz
# priority-tags=gai1,ichi1,news1,spec1
# format=reading<TAB>score<TAB>candidate
いためる	5080	炒める
いたりあ	4000	伊太利
いたる	3054	至る
いたるところ	3069	至る所
いたわる	3000	労る
いたん	5078	異端
いだい	5091	偉大
いだい	2093	医大
いだく	3000	抱く
いち	5096	位置
いち	3067	一
いち	3000	市
いちい	2096	一位
いちいち	5090	一々
いちいち	5090	一一
いちいん	5093	一員
いちいん	2091	一因
いちえん	5090	一円
いちおう	5091	一応
いちおく	2097	一億
いちがいに	5076	一概に
いちがつ	6099	一月
いちがつ	6099	１月
いちがん	2081	一丸
いちぎ	2080	一義
いちぎょう	2093	一行
いちぐん	2089	一軍
いちげき	4074	一撃
いちげつ	4000	一月
いちげん	5093	一言
いちげん	2088	一元
いちげんか	2084	一元化
いちご	3000	苺
いちご	2084	一期
いちごん	5093	一言
いちざ	2081	一座
いちじ	5099	一時
いちじ	2079	一字
いちじかん	4000	一時間
いちじき	2088	一時期
いちじきん	2088	一時金
いちじつ	4000	１日
いちじつ	3000	一日
いちじてき	2093	一時的
いちじょ	2078	一助
いちじょ	2078	一女
いちじょう	2076	一条
いちじるしい	3053	著しい
いちじんぶつ	2076	一人物
いちず	2088	一途
いちずける	2086	位置付ける
いちぞく	2089	一族
いちたいいち	6079	一対一
いちたいいち	6079	１対１
いちだ	2082	一打
いちだい	4000	一台
いちだい	2086	一大
いちだい	2082	一代
いちだん	5095	一段
いちだん	2081	一団
いちだんらく	5087	一段落
いちぢるしい	3053	著しい
いちつけ	2086	位置付け
いちづけ	2086	位置付け
いちづける	2086	位置付ける
いちど	2097	一度
いちどう	5079	一同
いちどう	2087	一堂
いちどに	3000	一度に
いちなか	2093	市中
いちなん	2085	一男
いちに	2082	一二
いちにち	7000	一日
いちにち	7000	１日
いちにちじゅう	3000	一日中
いちにちぢゅう	3000	一日中
いちにん	5098	一人
いちにん	4000	１人
いちにん	2087	一任
いちにんまえ	5084	一人前
いちねん	4000	一年
いちねんかん	4000	一年間
いちねんじゅう	3000	一年中
いちねんせい	2093	一年生
いちねんぢゅう	3000	一年中
いちはやく	4000	いち早く
いちば	5099	市場
いちばん	5099	一番
いちばんうえ	4000	一番上
いちばんて	2078	一番手
いちばんのり	2076	一番乗り
いちぶ	5099	一部
いちぶ	2085	一分
