# SGH Voice compact Zhuyin candidates
# Source: Unicode Unihan 17.0.0 kHanyuPinlu + kTraditionalVariant
# Download: https://www.unicode.org/Public/UCD/latest/ucd/Unihan.zip
# License: Unicode-3.0 (see UNICODE_LICENSE.txt)
# Format: reading<TAB>candidate:corpus_count|...
ㄐㄧˋ	計:1050|濟:1008|記:866|技:712|際:706|紀:467|繼:405|既:308|季:238|寄:101|劑:79|寂:64
ㄐㄧ˙	輯:41
ㄐㄧㄚ	傢:4719|加:1861|夾:95|佳:21|茄:10
ㄐㄧㄚˇ	假:222|甲:92
ㄐㄧㄚˊ	頰:10
ㄐㄧㄚˋ	價:430|架:317|駕:59|嫁:54
ㄐㄧㄚ˙	稼:118
ㄐㄧㄝ	階:1888|接:1295|街:335|揭:118|皆:10
ㄐㄧㄝˇ	解:1857
ㄐㄧㄝˊ	結:1419|節:533|潔:86|截:53|竭:27|傑:25|捷:20|睫:12
ㄐㄧㄝˋ	界:1312|藉:204|介:156|屆:70|戒:42|誡:10
ㄐㄧㄝ˙	姐:237
ㄐㄧㄠ	交:642|焦:80|驕:67|澆:58|膠:37|郊:26|蕉:14|嬌:12|椒:12
ㄐㄧㄠˇ	腳:627|角:392|攪:41|剿:25|狡:20|繳:17|餃:10
ㄐㄧㄠˋ	叫:2238|教:1326|較:799|轎:27|窖:12|酵:9
ㄐㄧㄡ	究:1138|糾:68|揪:37|啾:32
ㄐㄧㄡˇ	九:1453|久:467|酒:262
ㄐㄧㄡˋ	就:11223|舊:479|救:216|舅:48
ㄐㄧㄢ	間:2080|堅:695|艱:211|肩:208|尖:168|監:115|殲:96|兼:40|煎:22|姦:20
ㄐㄧㄢˇ	簡:431|檢:337|減:300|揀:84|剪:39|碱:31|鹼:31|撿:26|繭:14|儉:9
ㄐㄧㄢˋ	見:2832|建:1732|件:1163|漸:459|踐:312|健:142|箭:87|劍:79|鍵:60|鑒:33|賤:29|濺:23|艦:21|薦:19
ㄐㄧㄣ	今:1239|金:568|斤:317|巾:86|筋:60|津:20|襟:13
ㄐㄧㄣˇ	緊:897|僅:402|儘:212|盡:212|錦:50|謹:20
ㄐㄧㄣˋ	進:3920|近:823|勁:294|禁:78|浸:51
ㄐㄧㄤ	將:1194|江:299|僵:34|漿:17|繮:17|韁:17|疆:14|薑:13
ㄐㄧㄤˇ	講:974|奬:69|獎:69|槳:16
ㄐㄧㄤˋ	降:243|醬:36
ㄐㄧㄤ˙	匠:70
ㄐㄧㄥ	經:2854|精:664|驚:425|鯨:64|晶:57|腈:21|莖:15
ㄐㄧㄥˇ	景:303|警:198|井:147|頸:13|憬:10
ㄐㄧㄥˋ	靜:449|竟:392|鏡:285|境:280|凈:152|淨:152|敬:96|競:79|徑:69
ㄐㄧㄥ˙	睛:707
ㄐㄩ	居:184|鞠:22|拘:18|駒:10
ㄐㄩˇ	舉:541|咀:15
ㄐㄩˊ	局:505|橘:56|桔:11|菊:11
ㄐㄩˋ	據:805|具:705|句:624|巨:332|距:129|劇:123|聚:73|拒:59|俱:18|懼:16|鋸:14
ㄐㄩ˙	矩:29
ㄐㄩㄝ	撅:16
ㄐㄩㄝˊ	決:1503|覺:1032|絕:294|嚼:15|掘:11
ㄐㄩㄢ	鵑:16|捐:15
ㄐㄩㄢˇ	捲:115
ㄐㄩㄢˋ	倦:28|絹:18
ㄐㄩㄣ	軍:1842|均:204|菌:175|君:34
ㄐㄩㄣˋ	峻:12
ㄐㄩㄥˇ	炯:28
ㄑㄧ	期:1012|七:950|漆:78|妻:69|欺:59|凄:16|淒:16|沏:11
ㄑㄧˇ	起:5632|企:244|啓:60|啟:60|豈:51
ㄑㄧˊ	其:1458|奇:345|旗:215|齊:190|騎:134|棋:21|崎:13
ㄑㄧˋ	氣:2634|器:771|汽:676|棄:51|砌:24|泣:14
ㄑㄧ˙	戚:52
ㄑㄧㄚ	掐:13
ㄑㄧㄚˋ	恰:123
ㄑㄧㄝˇ	且:1051
ㄑㄧㄝˋ	切:998|竊:38|怯:18
ㄑㄧㄠ	悄:218|敲:111|鍬:15
ㄑㄧㄠˇ	巧:147
ㄑㄧㄠˊ	橋:547|瞧:250
ㄑㄧㄠˋ	翹:30|峭:12
ㄑㄧㄡ	鞦:172|丘:58|蚯:16
ㄑㄧㄡˊ	求:818|球:458
ㄑㄧㄢ	韆:881|牽:97|簽:76|鉛:74|遷:34|謙:26
ㄑㄧㄢˇ	淺:82|遣:30|譴:13
ㄑㄧㄢˊ	前:3617|錢:817|潛:38|鉗:17
ㄑㄧㄢˋ	欠:53|歉:23|嵌:17
ㄑㄧㄣ	親:1029|侵:341|欽:10
ㄑㄧㄣˊ	勤:100|琴:59
ㄑㄧㄤ	槍:386|腔:62
ㄑㄧㄤˇ	搶:131
ㄑㄧㄤˊ	強:975|墻:264|牆:264
ㄑㄧㄥ	輕:859|青:828|清:819|傾:175|蜻:21|氫:13
ㄑㄧㄥˇ	請:585|頃:26
ㄑㄧㄥˊ	情:1700|晴:61
ㄑㄧㄥˋ	慶:51
ㄑㄩ	區:1211|麯:118|屈:37|趨:21|嶇:13|驅:12|蛆:10|軀:10
ㄑㄩˇ	取:916|娶:40
ㄑㄩˊ	渠:91
ㄑㄩˋ	去:7347|趣:168
ㄑㄩㄝ	缺:364
ㄑㄩㄝˋ	卻:1157|確:927|雀:33
ㄑㄩㄝ˙	鵲:28
ㄑㄩㄢ	圈:169
ㄑㄩㄢˇ	犬:12
ㄑㄩㄢˊ	全:2824|權:483|拳:54|泉:47
ㄑㄩㄢˋ	勸:121
ㄑㄩㄣˊ	群:1210|裙:12
ㄑㄩㄥˊ	窮:214
ㄒㄧ	吸:371|希:321|析:140|惜:115|悉:111|犧:103|稀:56|嘻:42|溪:40|膝:38|晰:37|熄:36|夕:30|錫:25|蟋:23|犀:13
ㄒㄧˇ	喜:459|洗:288
ㄒㄧˊ	習:836|席:804|媳:52|襲:46
ㄒㄧˋ	細:840|係:724|戲:205|隙:37
ㄒㄧ˙	西:902|息:392
ㄒㄧㄚ	瞎:56|蝦:46
ㄒㄧㄚˊ	峽:97|狹:31|霞:15
ㄒㄧㄚˋ	下:6430|夏:197|嚇:135
ㄒㄧㄝ	些:3689|歇:84
ㄒㄧㄝˇ	寫:1171
ㄒㄧㄝˊ	鞋:268|協:150|斜:96|脅:54|攜:18|挾:11
ㄒㄧㄝˋ	謝:192|械:174|卸:28|屑:10|泄:10
ㄒㄧㄠ	消:708|銷:92|宵:34|哮:19|硝:16|簫:11
ㄒㄧㄠˇ	小:5435|曉:83
ㄒㄧㄠˋ	笑:1403|校:428|效:283|肖:50|嘯:21
ㄒㄧㄡ	修:464|休:197
ㄒㄧㄡˇ	朽:42
ㄒㄧㄡˋ	袖:138|秀:93|綉:22|繡:22|銹:22|鏽:22|嗅:14
ㄒㄧㄢ	先:1962|縴:197|纖:197|鮮:182|掀:66
ㄒㄧㄢˇ	顯:503|險:222
ㄒㄧㄢˊ	閑:89|嫌:37|弦:16|銜:13|鹹:10
ㄒㄧㄢˋ	現:3900|綫:1280|線:1280|縣:429|限:240|獻:179|陷:86|憲:56|羡:24|羨:24|餡:10
ㄒㄧㄢ˙	仙:18
ㄒㄧㄣ	心:3357|新:1919|辛:90|欣:63|薪:17|芯:14|鋅:13
ㄒㄧㄣˋ	信:1068|舋:11|釁:11
ㄒㄧㄤ	相:1235|鄉:433|香:161|箱:133|廂:18|鑲:17
ㄒㄧㄤˇ	想:4640|響:798|享:76
ㄒㄧㄤˊ	詳:95|祥:20|翔:9
ㄒㄧㄤˋ	象:3043|嚮:2542|項:236|像:233|巷:37|橡:29
ㄒㄧㄥ	星:564|猩:13|腥:11
ㄒㄧㄥˇ	醒:200
ㄒㄧㄥˊ	行:2943|形:1016|型:317|刑:115
ㄒㄧㄥˋ	性:1374|興:499|幸:257|姓:232
ㄒㄩ	需:750|須:734|虛:86|籲:20|噓:10
ㄒㄩˇ	許:1465
ㄒㄩˊ	徐:26
ㄒㄩˋ	續:489|序:131|緒:92|敘:18|蓄:11
ㄒㄩㄝ	削:194|靴:11
ㄒㄩㄝˇ	雪:465
ㄒㄩㄝˊ	學:5640
ㄒㄩㄝˋ	血:349
ㄒㄩㄢ	宣:296|暄:12
ㄒㄩㄢˇ	選:339
ㄒㄩㄢˊ	鏇:107|懸:52|漩:15
ㄒㄩㄢˋ	絢:13
ㄒㄩㄣ	熏:19
ㄒㄩㄣˊ	尋:127|循:32|旬:25|詢:24|巡:12
ㄒㄩㄣˋ	迅:191|訊:132|汛:12|遜:9
ㄒㄩㄣ˙	訓:98
ㄒㄩㄥ	胸:178|兄:97|凶:78|洶:30
ㄒㄩㄥˊ	雄:214|熊:41
ㄓ	知:2483|之:2282|織:733|支:641|枝:246|脂:46|肢:38|蜘:34|芝:11|汁:9
ㄓˇ	戠:3118|指:1269|紙:466|止:380|址:24
ㄓˊ	直:1294|值:341|執:218|植:218|職:173|殖:151
ㄓˋ	誌:2082|製:1850|治:1165|質:902|至:787|緻:314|置:166|智:71|幟:51|秩:46|稚:16|擲:14
ㄓㄚ	扎:90|渣:33
ㄓㄚˇ	眨:51
ㄓㄚˊ	閘:20
ㄓㄚˋ	炸:114
ㄓㄜ	遮:61
ㄓㄜˇ	者:1454
ㄓㄜˊ	哲:217|摺:196
ㄓㄜˋ	這:16714
ㄓㄜ˙	著:10643|蔗:10
ㄓㄞ	摘:79
ㄓㄞˇ	窄:47
ㄓㄞˊ	宅:61
ㄓㄞˋ	債:36
ㄓㄠ	招:201
ㄓㄠˇ	找:1043|爪:18
ㄓㄠˋ	照:884|召:235|罩:49
ㄓㄡ	周:396|洲:203|粥:48|州:30|舟:13
ㄓㄡˊ	軸:39
ㄓㄡˋ	宙:130|皺:115|晝:29|驟:20|咒:11
ㄓㄡ˙	帚:13
ㄓㄢ	沾:38|粘:26|氈:20|瞻:12
ㄓㄢˇ	展:1433|盞:50|嶄:34
ㄓㄢˋ	戰:2420|站:1100|占:343|蘸:10
ㄓㄣ	真:2099|針:319|珍:100|偵:51
ㄓㄣˇ	枕:34|診:32
ㄓㄣˋ	陣:577|震:221|鎮:216|振:84
ㄓㄤ	張:785|章:424|樟:16
ㄓㄤˇ	長:1879|掌:279|漲:75
ㄓㄤˋ	帳:172|仗:128|丈:112|障:98|脹:54
ㄓㄥ	爭:1708|徵:192|睜:120|蒸:115|掙:43|怔:15
ㄓㄥˇ	整:896
ㄓㄥˋ	正:2578|政:1844|証:518|證:518|癥:37|鄭:16
ㄓㄨ	珠:140|豬:83|株:68|蛛:34|諸:24
ㄓㄨˇ	主:6884|煮:52|囑:35|拄:13
ㄓㄨˊ	逐:275|竹:96|燭:53
ㄓㄨˋ	住:1793|助:464|註:446|築:274|祝:91|柱:68|鑄:36|駐:33|蛀:10
ㄓㄨㄚ	抓:403
ㄓㄨㄛ	桌:286|捉:104
ㄓㄨㄛˊ	濁:30|啄:12|茁:9
ㄓㄨㄟ	追:272
ㄓㄨㄟˋ	墜:13
ㄓㄨㄟ˙	綴:14
ㄓㄨㄢ	專:602|磚:44
ㄓㄨㄢˇ	轉:757
ㄓㄨㄢˋ	賺:25
ㄓㄨㄣˇ	準:897
ㄓㄨㄤ	裝:732|莊:337|樁:50
ㄓㄨㄤˋ	狀:268|壯:174|撞:97
ㄓㄨㄥ	中:4875|鍾:410|鐘:410|終:385|忠:27
ㄓㄨㄥˇ	種:3481|腫:24
ㄓㄨㄥˋ	重:1823|眾:1149
ㄔ	吃:1684|哧:35|蚩:20
ㄔˇ	尺:124|齒:80|恥:36
ㄔˊ	持:601|遲:107|池:72|馳:35
ㄔˋ	翅:85|斥:35|赤:34
ㄔㄚ	插:170
ㄔㄚˊ	查:470|察:288|茶:194
ㄔㄚˋ	差:241|詫:38
ㄔㄜ	車:1893
ㄔㄜˇ	扯:74
ㄔㄜˋ	徹:257|撤:82
ㄔㄞ	拆:43
ㄔㄞˊ	柴:156|豺:16
ㄔㄠ	超:256|抄:70|鈔:25
ㄔㄠˇ	吵:85|炒:22
ㄔㄠˊ	朝:296|潮:151|嘲:28|巢:28
ㄔㄡ	抽:244
ㄔㄡˇ	瞅:34|醜:31
ㄔㄡˊ	仇:71|愁:48|綢:24|躊:24|稠:8
ㄔㄡˋ	臭:72
ㄔㄡ˙	酬:22
ㄔㄢ	攙:27
ㄔㄢˇ	產:4099|鏟:29|闡:25
ㄔㄢˊ	蟬:48|纏:32|饞:11
ㄔㄢˋ	顫:72
ㄔㄣˊ	沉:422|塵:81|陳:24|臣:15|忱:12
ㄔㄣˋ	趁:84|襯:46
ㄔㄣ˙	晨:124
ㄔㄤˇ	場:773|廠:731
ㄔㄤˊ	常:1760|腸:82|嘗:38|償:11
ㄔㄤˋ	唱:433|倡:55|暢:18
ㄔㄤ˙	敞:19
ㄔㄥ	稱:318|撐:25
ㄔㄥˊ	成:4462|程:830|城:592|承:163|乘:106|誠:51|呈:40|懲:15
ㄔㄥˋ	秤:15
ㄔㄨ	齣:6753|初:405
ㄔㄨˇ	礎:400|儲:25
ㄔㄨˊ	除:496|廚:48|躇:24|鋤:22
ㄔㄨˋ	處:661|觸:120|畜:21|矗:14
ㄔㄨ˙	楚:279
ㄔㄨㄞ	揣:12
ㄔㄨㄟ	吹:239|炊:12
ㄔㄨㄟˊ	垂:88|捶:15|錘:15
ㄔㄨㄢ	穿:594
ㄔㄨㄢˇ	喘:76
ㄔㄨㄢˊ	船:923|傳:704
ㄔㄨㄢˋ	串:104
ㄔㄨㄣ	春:327
ㄔㄨㄣˊ	純:133|唇:97|淳:16
ㄔㄨㄣ˙	鶉:21
ㄔㄨㄤ	窗:372
ㄔㄨㄤˇ	闖:55
ㄔㄨㄤˊ	床:379
ㄔㄨㄤˋ	創:435
ㄔㄨㄥ	沖:428|充:375|憧:10
ㄔㄨㄥˊ	蟲:553|崇:55
ㄕ	師:1142|失:525|施:203|濕:170|詩:152|獅:21|屍:14
ㄕˇ	使:2283|史:847|始:606|駛:123|屎:14
ㄕˊ	時:6805|十:4082|實:2729|石:1006|食:341|蝕:67
ㄕˋ	是:27098|事:3356|世:1238|市:690|似:599|式:567|士:516|示:509|勢:442|室:434|視:409|試:374|適:356|釋:123|氏:40|飾:40|逝:31|誓:25|侍:20|拭:13
ㄕ˙	識:908|拾:60|匙:13
ㄕㄚ	沙:425|殺:275|紗:78|砂:33|剎:17|煞:17
ㄕㄚˇ	傻:62
ㄕㄚˋ	啥:109|廈:17|霎:11
ㄕㄜˇ	捨:62
ㄕㄜˊ	蛇:68|舌:59
ㄕㄜˋ	社:2459|設:1097|射:315|攝:128|涉:57
ㄕㄞ	篩:12
ㄕㄞˋ	曬:54
ㄕㄠ	燒:397|稍:118|梢:31|捎:19
ㄕㄠˇ	少:1187
ㄕㄠˋ	紹:156|哨:51
ㄕㄡ	收:768
ㄕㄡˇ	手:2615|首:492|守:218
ㄕㄡˋ	受:1082|授:122|瘦:82|售:78|獸:40|壽:20
ㄕㄢ	山:1704|衫:26|杉:17|珊:16
ㄕㄢˇ	閃:251
ㄕㄢˋ	善:206|扇:19
ㄕㄣ	身:2161|深:773|伸:307|申:20|紳:16|呻:13
ㄕㄣˇ	嬸:172|審:58
ㄕㄣˊ	什:4045|甚:3394|神:846
ㄕㄣˋ	慎:38|滲:34
ㄕㄤ	商:561|傷:393
ㄕㄤˇ	賞:58|晌:48
ㄕㄤˋ	上:12308|尚:64
ㄕㄤ˙	裳:56
ㄕㄥ	生:4790|聲:2269|升:197|牲:188
ㄕㄥˇ	省:409
ㄕㄥˊ	繩:110
ㄕㄥˋ	勝:745|剩:199|盛:54|聖:28
ㄕㄨ	書:1446|輸:231|叔:215|舒:143|殊:99|蔬:33|梳:30|疏:21|樞:15
ㄕㄨˇ	屬:369|鼠:42|署:27|暑:13|薯:13
ㄕㄨˊ	熟:385
ㄕㄨˋ	數:1079|朮:1056|術:1056|樹:856|束:231|述:109|竪:30|豎:30
ㄕㄨㄚ	刷:140|唰:36
ㄕㄨㄚˇ	耍:29
ㄕㄨㄛ	說:10245
ㄕㄨㄛˋ	爍:29
ㄕㄨㄞ	摔:128|衰:19
ㄕㄨㄞˇ	甩:48
ㄕㄨㄞˋ	蟀:23|帥:11
ㄕㄨㄟˇ	水:2819
ㄕㄨㄟˊ	誰:1065
ㄕㄨㄟˋ	睡:672|稅:23
ㄕㄨㄢ	拴:42
ㄕㄨㄣˋ	順:266
ㄕㄨㄤ	雙:373|霜:62
ㄕㄨㄤˇ	爽:35
ㄖˋ	日:1276
ㄖ˙	兒:3254
ㄖㄜˇ	惹:49
ㄖㄜˋ	熱:1014
ㄖㄠˇ	擾:32
ㄖㄠˊ	饒:23
ㄖㄠˋ	繞:74
ㄖㄡˊ	柔:56|揉:44
ㄖㄡˋ	肉:278
ㄖㄢˇ	染:218
ㄖㄢˊ	然:3549|燃:273
ㄖㄣˇ	忍:189
ㄖㄣˊ	人:16866
ㄖㄣˋ	認:1247|任:1235|韌:11
ㄖㄤˇ	嚷:88|壤:82
ㄖㄤˋ	讓:974
ㄖㄥ	扔:101
ㄖㄥˊ	仍:378
ㄖㄨˇ	乳:24|辱:22
ㄖㄨˊ	如:2323|蠕:20
ㄖㄨˋ	入:784
ㄖㄨㄛˋ	弱:193|若:182
ㄖㄨㄟˋ	銳:66
ㄖㄨㄢˇ	軟:125
ㄖㄨㄣˋ	潤:68
ㄖㄨㄥ	茸:20
ㄖㄨㄥˊ	容:822|榮:147|溶:62|絨:27|融:25|熔:21|榕:14
ㄗ	資:1455|姿:48|滋:27
ㄗˇ	仔:132|紫:49|姊:10|籽:10
ㄗˋ	自:4664|字:676
ㄗ˙	子:6853
ㄗㄚ	咂:18
ㄗㄚˇ	咋:17
ㄗㄚˊ	雜:356|砸:36
ㄗㄜˊ	則:535|責:363|擇:71
ㄗㄞ	災:110|栽:54
ㄗㄞˇ	宰:13|崽:10
ㄗㄞˋ	在:19364|再:1697|載:80
ㄗㄟˊ	賊:31
ㄗㄠ	遭:192|糟:100
ㄗㄠˇ	早:1022|澡:23|棗:20
ㄗㄠˊ	鑿:34
ㄗㄠˋ	造:1377|皂:38|躁:33|燥:32|竈:25|噪:15
ㄗㄡˇ	走:3176
ㄗㄡˋ	奏:26|揍:25
ㄗㄢˇ	攢:10
ㄗㄢˊ	咱:741
ㄗㄢˋ	贊:162|暫:96
ㄗㄣˇ	怎:2090
ㄗㄤˋ	臟:61|葬:9
ㄗㄥ	增:601
ㄗㄨ	租:51
ㄗㄨˇ	組:962|祖:366|阻:157
ㄗㄨˊ	族:672|足:310
ㄗㄨㄛˇ	左:546
ㄗㄨㄛˊ	昨:204|琢:18
ㄗㄨㄛˋ	作:4832|做:2166|坐:1018|座:396
ㄗㄨㄟˇ	嘴:610
ㄗㄨㄟˋ	最:2100|罪:168|醉:51
ㄗㄨㄢ	鑽:205
ㄗㄨㄢˋ	攥:11
ㄗㄨㄣ	尊:122|遵:90
ㄗㄨㄥ	綜:64|宗:49|蹤:12
ㄗㄨㄥˇ	總:1599
ㄗㄨㄥˋ	縱:43
ㄘˇ	此:1111
ㄘˊ	磁:113|詞:72|瓷:68|辭:23|雌:22|慈:20
ㄘˋ	次:1715|刺:162|伺:24
ㄘㄚ	擦:194
ㄘㄜˋ	策:259|測:227|側:125|冊:21|厠:10|廁:10
ㄘㄞ	猜:98
ㄘㄞˇ	埰:420|彩:128|踩:64
ㄘㄞˊ	纔:2108|材:516|財:166|裁:42
ㄘㄞˋ	菜:354
ㄘㄠ	操:133|糙:16
ㄘㄠˇ	草:613
ㄘㄠˊ	槽:39|嘈:13
ㄘㄡˋ	湊:69
ㄘㄢ	參:525|餐:44
ㄘㄢˇ	慘:51
ㄘㄢˊ	殘:108|蠶:62|慚:24
ㄘㄢˋ	燦:37
ㄘㄤ	艙:75|蒼:69|倉:47
ㄘㄤˊ	藏:156
ㄘㄥˊ	層:488|曾:387
ㄘㄥˋ	蹭:14
ㄘㄨ	粗:182
ㄘㄨˋ	促:140|醋:22|簇:20
ㄘㄨㄛ	搓:23
ㄘㄨㄛˋ	錯:815|措:101|挫:33
ㄘㄨㄟ	摧:58|催:41
ㄘㄨㄟˋ	脆:92|粹:17
ㄘㄨㄢˋ	竄:51
ㄘㄨㄣ	村:806
ㄘㄨㄣˊ	存:460
ㄘㄨㄣˋ	寸:63
ㄘㄨㄥ	匆:124|聰:96|囪:28|蔥:9
ㄘㄨㄥˊ	從:3708|叢:69
ㄙ	思:1305|司:309|絲:186|私:114|斯:77|撕:58|嘶:14
ㄙˇ	死:931
ㄙˋ	四:2101|飼:36
ㄙㄚ	撒:54
ㄙㄚˇ	灑:54
ㄙㄚˋ	薩:18
ㄙㄜˋ	色:950
ㄙㄞ	塞:75|腮:14
ㄙㄞˋ	賽:124
ㄙㄠ	搔:14
ㄙㄠˇ	嫂:320|掃:121
ㄙㄡ	搜:61|艘:30
ㄙㄡ˙	嗽:39
ㄙㄢ	三:3030
ㄙㄢˇ	傘:57
ㄙㄢˋ	散:159
ㄙㄣ	森:85
ㄙㄤ	桑:13
ㄙㄤˇ	嗓:63
ㄙㄤˋ	喪:22
ㄙㄨ	囌:33|蘇:33
ㄙㄨˊ	俗:51
ㄙㄨˋ	速:668|素:289|肅:144|塑:113|宿:60
ㄙㄨ˙	訴:552
ㄙㄨㄛ	縮:179
ㄙㄨㄛˇ	所:2517|索:153|鎖:68|瑣:12
ㄙㄨㄛ˙	嗦:30
ㄙㄨㄟ	雖:543
ㄙㄨㄟˊ	隨:599
ㄙㄨㄟˋ	歲:519|碎:256|隧:22|穗:20
ㄙㄨㄢ	酸:102
ㄙㄨㄢˋ	算:933|蒜:9
ㄙㄨㄣ	孫:19
ㄙㄨㄣˇ	損:128
ㄙㄨㄥ	鬆:184
ㄙㄨㄥˇ	聳:39
ㄙㄨㄥˋ	送:818|頌:31|訟:27|誦:14
ㄚ	呵:392|阿:169
ㄚ˙	啊:1102
ㄛ	喔:103|噢:103
ㄛˊ	哦:98
ㄜˊ	額:108|鵝:24|俄:12|峨:12|蛾:11
ㄜˋ	餓:164|噁:157|惡:157|呃:14|愕:14|鰐:14|鱷:14
ㄞ	哎:302|挨:111|哀:55|埃:33
ㄞˇ	矮:45|藹:19
ㄞˊ	癌:35
ㄞˋ	愛:1137|礙:72|隘:14
ㄟˊ	誒:10
ㄠ	凹:31
ㄠˇ	襖:59
ㄠˊ	熬:21
ㄠˋ	傲:67
ㄡ	歐:16|鷗:13
ㄡˇ	偶:64
ㄢ	安:596|氨:22|鵪:21
ㄢˇ	俺:122
ㄢˋ	按:439|岸:343|暗:329|案:255|黯:8
ㄤˊ	昂:44
ㄦˇ	耳:176|爾:26
ㄦˊ	而:3483
ㄦˋ	二:2718
ㄧ	一:32747|衣:646|醫:460|依:341|伊:13
ㄧˇ	以:6111|已:2107|椅:105|乙:45|蟻:40|倚:34
ㄧˊ	移:221|疑:163|儀:120|遺:101|姨:55|咦:41
ㄧˋ	義:4472|意:2098|藝:609|議:570|易:530|益:335|億:195|異:146|役:123|憶:110|譯:70|抑:53|亦:35|誼:30|毅:25|翼:23|屹:18|疫:11
ㄧ˙	宜:58
ㄧㄚ	壓:625|鴉:58|丫:56|鴨:41|押:35
ㄧㄚˇ	啞:14
ㄧㄚˊ	牙:187|崖:43|芽:31|衙:20|蚜:15
ㄧㄚˋ	訝:33|亞:26|軋:21
ㄧㄚ˙	呀:1018
ㄧㄛ	喲:64
ㄧㄝˇ	也:7359|野:360|冶:61
ㄧㄝˋ	業:2095|夜:799|葉:301|液:186|頁:35
ㄧㄝ˙	爺:671
ㄧㄠ	腰:160|吆:37|邀:30
ㄧㄠˇ	咬:166|舀:19
ㄧㄠˊ	搖:387|窯:73|遙:23|謠:19
ㄧㄠˋ	要:8645|葯:407|藥:407|耀:54|鑰:13
ㄧㄡ	優:287|憂:23|悠:14
ㄧㄡˇ	有:17798
ㄧㄡˊ	由:1623|油:822|游:364|尤:110|猶:57|郵:32|鈾:15
ㄧㄡˋ	又:4892|右:490|幼:66|誘:12|佑:11
ㄧㄡ˙	友:437
ㄧㄢ	煙:348|淹:41
ㄧㄢˇ	眼:2215|演:332|掩:84|衍:11
ㄧㄢˊ	研:1242|嚴:633|言:307|沿:219|顏:132|岩:70|鹽:70|延:55|炎:50|檐:13
ㄧㄢˋ	驗:792|厭:67|燕:59|艷:38|宴:34|焰:34|咽:29|堰:12
ㄧㄣ	因:1919|音:639|陰:148|姻:21
ㄧㄣˇ	引:498|隱:109|飲:43|蚓:16
ㄧㄣˊ	銀:243|吟:24
ㄧㄣˋ	印:300
ㄧㄤ	央:393|秧:64
ㄧㄤˇ	養:430|氧:129|仰:70|癢:16
ㄧㄤˊ	陽:513|洋:296|羊:216|揚:179|楊:77
ㄧㄤˋ	樣:4642|漾:17
ㄧㄥ	應:1045|英:252|嬰:35|鷹:19
ㄧㄥˇ	影:854|穎:11
ㄧㄥˊ	營:331|迎:135|螢:18|瑩:14
ㄧㄥˋ	映:289|硬:221
ㄧㄥ˙	蠅:39
ㄨ	屋:774|污:107|烏:69|誣:14|嗚:11
ㄨˇ	五:1864|武:337|午:258|舞:204|侮:32|捂:22
ㄨˊ	無:1997|蜈:11
ㄨˋ	物:2422|誤:478|霧:85|悟:69
ㄨ˙	務:473|伍:216
ㄨㄚ	挖:136|蛙:57
ㄨㄚˇ	瓦:46
ㄨㄚˊ	娃:44
ㄨㄚˋ	襪:42
ㄨㄚ˙	哇:76
ㄨㄛ	窩:153|渦:43|蝸:11
ㄨㄛˇ	我:23213
ㄨㄛˋ	握:337|卧:45|臥:45|沃:18
ㄨㄞ	歪:64
ㄨㄞˋ	外:2233
ㄨㄟ	微:511|危:308|威:188|偎:16|巍:12
ㄨㄟˇ	委:668|偉:575|尾:169|偽:48|緯:41|葦:32
ㄨㄟˊ	圍:654|維:419|唯:280|惟:123|違:113|桅:14
ㄨㄟˋ	為:3962|位:1252|衛:340|未:328|味:281|謂:170|喂:151|胃:89|慰:70|畏:20
ㄨㄟ˙	蝟:14
ㄨㄢ	彎:161|灣:17|豌:9
ㄨㄢˇ	晚:729|碗:237|輓:66|惋:14
ㄨㄢˊ	完:1502|玩:222|頑:56|丸:13
ㄨㄢˋ	萬:1335
ㄨㄣ	溫:493
ㄨㄣˇ	穩:152|吻:10
ㄨㄣˊ	文:1890|聞:133|紋:47|蚊:30
ㄨㄣˋ	問:2838
ㄨㄤ	汪:20
ㄨㄤˇ	往:856|網:120
ㄨㄤˊ	王:278|亡:94
ㄨㄤˋ	望:1150|忘:312|妄:48|旺:27
ㄨㄤ˙	枉:26
ㄨㄥ	嗡:56|翁:20
ㄩˇ	與:962|雨:545|語:261|宇:144|予:40|嶼:30|羽:16
ㄩˊ	於:3483|魚:538|餘:287|愉:74|漁:41|娛:15|竽:15|輿:9|愚:8
ㄩˋ	育:547|遇:261|預:221|愈:139|域:124|玉:112|獄:85|欲:43|禦:42|豫:39|譽:36|裕:17|鬱:13|寓:11
ㄩㄝ	約:553|曰:12
ㄩㄝˋ	月:1694|越:958|躍:139|悅:23|閱:22
ㄩㄢ	冤:48
ㄩㄢˇ	遠:1036
ㄩㄢˊ	員:1766|原:1701|源:380|元:325|園:258|圓:197|援:137|猿:136|緣:77
ㄩㄢˋ	院:717|願:525|怨:34
ㄩㄣ	暈:19
ㄩㄣˇ	允:102
ㄩㄣˊ	雲:207|勻:34
ㄩㄣˋ	運:1192|藴:14|蘊:14
ㄩㄥ	擁:122|庸:9
ㄩㄥˇ	永:303|勇:223|涌:168|泳:17
ㄩㄥˋ	用:4975
